['S_NAME', 'S_NATIONKEY']
('Supplier#000007138       ', Decimal('10'))
('Supplier#000007139       ', Decimal('0'))
('Supplier#000007140       ', Decimal('1'))
('Supplier#000007141       ', Decimal('17'))
('Supplier#000007142       ', Decimal('20'))
('Supplier#000007143       ', Decimal('24'))
('Supplier#000007144       ', Decimal('21'))
('Supplier#000007145       ', Decimal('22'))
('Supplier#000007146       ', Decimal('3'))
('Supplier#000007147       ', Decimal('3'))
('Supplier#000007148       ', Decimal('19'))
('Supplier#000007149       ', Decimal('16'))
('Supplier#000007150       ', Decimal('0'))
('Supplier#000007151       ', Decimal('17'))
('Supplier#000007152       ', Decimal('11'))
('Supplier#000007153       ', Decimal('1'))
('Supplier#000007154       ', Decimal('23'))
('Supplier#000007155       ', Decimal('12'))
('Supplier#000007156       ', Decimal('0'))
('Supplier#000007157       ', Decimal('16'))
('Supplier#000007158       ', Decimal('13'))
('Supplier#000007159       ', Decimal('6'))
('Supplier#000007160       ', Decimal('3'))
('Supplier#000007161       ', Decimal('2'))
('Supplier#000007162       ', Decimal('21'))
('Supplier#000007163       ', Decimal('22'))
('Supplier#000007164       ', Decimal('8'))
('Supplier#000007165       ', Decimal('0'))
('Supplier#000007166       ', Decimal('22'))
('Supplier#000007167       ', Decimal('0'))
('Supplier#000007168       ', Decimal('8'))
('Supplier#000007169       ', Decimal('3'))
('Supplier#000007170       ', Decimal('21'))
('Supplier#000007171       ', Decimal('21'))
('Supplier#000007172       ', Decimal('16'))
('Supplier#000007173       ', Decimal('5'))
('Supplier#000007174       ', Decimal('24'))
('Supplier#000007175       ', Decimal('17'))
('Supplier#000007176       ', Decimal('0'))
('Supplier#000007177       ', Decimal('6'))
('Supplier#000007178       ', Decimal('15'))
('Supplier#000007179       ', Decimal('9'))
('Supplier#000007180       ', Decimal('17'))
('Supplier#000007181       ', Decimal('4'))
('Supplier#000007182       ', Decimal('8'))
('Supplier#000007183       ', Decimal('3'))
('Supplier#000007184       ', Decimal('1'))
('Supplier#000007185       ', Decimal('16'))
('Supplier#000007186       ', Decimal('17'))
('Supplier#000007187       ', Decimal('15'))
('Supplier#000007188       ', Decimal('6'))
('Supplier#000007189       ', Decimal('19'))
('Supplier#000007190       ', Decimal('9'))
('Supplier#000007191       ', Decimal('19'))
('Supplier#000007192       ', Decimal('8'))
('Supplier#000007193       ', Decimal('6'))
('Supplier#000007194       ', Decimal('19'))
('Supplier#000007195       ', Decimal('23'))
('Supplier#000007196       ', Decimal('0'))
('Supplier#000007197       ', Decimal('12'))
('Supplier#000007198       ', Decimal('12'))
('Supplier#000007199       ', Decimal('4'))
('Supplier#000007200       ', Decimal('14'))
('Supplier#000007201       ', Decimal('16'))
('Supplier#000007202       ', Decimal('14'))
('Supplier#000007203       ', Decimal('22'))
('Supplier#000007204       ', Decimal('1'))
('Supplier#000007205       ', Decimal('4'))
('Supplier#000007206       ', Decimal('22'))
('Supplier#000007207       ', Decimal('23'))
('Supplier#000007208       ', Decimal('15'))
('Supplier#000007209       ', Decimal('8'))
('Supplier#000007210       ', Decimal('13'))
('Supplier#000007211       ', Decimal('2'))
('Supplier#000007212       ', Decimal('1'))
('Supplier#000007213       ', Decimal('21'))
('Supplier#000007214       ', Decimal('1'))
('Supplier#000007215       ', Decimal('10'))
('Supplier#000007216       ', Decimal('16'))
('Supplier#000007217       ', Decimal('0'))
('Supplier#000007218       ', Decimal('22'))
('Supplier#000007219       ', Decimal('21'))
('Supplier#000007220       ', Decimal('4'))
('Supplier#000007221       ', Decimal('2'))
('Supplier#000007222       ', Decimal('11'))
('Supplier#000007223       ', Decimal('10'))
('Supplier#000007224       ', Decimal('7'))
('Supplier#000007225       ', Decimal('0'))
('Supplier#000007226       ', Decimal('11'))
('Supplier#000007227       ', Decimal('16'))
('Supplier#000007228       ', Decimal('20'))
('Supplier#000007229       ', Decimal('21'))
('Supplier#000007230       ', Decimal('24'))
('Supplier#000007231       ', Decimal('23'))
('Supplier#000007232       ', Decimal('16'))
('Supplier#000007233       ', Decimal('11'))
('Supplier#000007234       ', Decimal('4'))
('Supplier#000007235       ', Decimal('24'))
('Supplier#000007236       ', Decimal('24'))
('Supplier#000007237       ', Decimal('9'))
('Supplier#000007238       ', Decimal('4'))
('Supplier#000007239       ', Decimal('6'))
('Supplier#000007240       ', Decimal('23'))
('Supplier#000007241       ', Decimal('7'))
('Supplier#000007242       ', Decimal('0'))
('Supplier#000007243       ', Decimal('1'))
('Supplier#000007244       ', Decimal('7'))
('Supplier#000007245       ', Decimal('11'))
('Supplier#000007246       ', Decimal('15'))
('Supplier#000007247       ', Decimal('17'))
('Supplier#000007248       ', Decimal('18'))
('Supplier#000007249       ', Decimal('15'))
('Supplier#000007250       ', Decimal('21'))
('Supplier#000007251       ', Decimal('22'))
('Supplier#000007252       ', Decimal('9'))
('Supplier#000007253       ', Decimal('6'))
('Supplier#000007254       ', Decimal('1'))
('Supplier#000007255       ', Decimal('20'))
('Supplier#000007256       ', Decimal('4'))
('Supplier#000007257       ', Decimal('23'))
('Supplier#000007258       ', Decimal('10'))
('Supplier#000007259       ', Decimal('10'))
('Supplier#000007260       ', Decimal('1'))
('Supplier#000007261       ', Decimal('20'))
('Supplier#000007262       ', Decimal('14'))
('Supplier#000007263       ', Decimal('21'))
('Supplier#000007264       ', Decimal('16'))
('Supplier#000007265       ', Decimal('12'))
('Supplier#000007266       ', Decimal('18'))
('Supplier#000007267       ', Decimal('6'))
('Supplier#000007268       ', Decimal('2'))
('Supplier#000007269       ', Decimal('6'))
('Supplier#000007270       ', Decimal('21'))
('Supplier#000007271       ', Decimal('11'))
('Supplier#000007272       ', Decimal('10'))
('Supplier#000007273       ', Decimal('1'))
('Supplier#000007274       ', Decimal('3'))
('Supplier#000007275       ', Decimal('6'))
('Supplier#000007276       ', Decimal('21'))
('Supplier#000007277       ', Decimal('17'))
('Supplier#000007278       ', Decimal('3'))
('Supplier#000007279       ', Decimal('15'))
('Supplier#000007280       ', Decimal('12'))
('Supplier#000007281       ', Decimal('1'))
('Supplier#000007282       ', Decimal('4'))
('Supplier#000007283       ', Decimal('18'))
('Supplier#000007284       ', Decimal('5'))
('Supplier#000007285       ', Decimal('23'))
('Supplier#000007286       ', Decimal('5'))
('Supplier#000007287       ', Decimal('9'))
('Supplier#000007288       ', Decimal('12'))
('Supplier#000007289       ', Decimal('14'))
('Supplier#000007290       ', Decimal('20'))
('Supplier#000007291       ', Decimal('17'))
('Supplier#000007292       ', Decimal('7'))
('Supplier#000007293       ', Decimal('11'))
('Supplier#000007294       ', Decimal('5'))
('Supplier#000007295       ', Decimal('19'))
('Supplier#000007296       ', Decimal('20'))
('Supplier#000007297       ', Decimal('7'))
('Supplier#000007298       ', Decimal('11'))
('Supplier#000007299       ', Decimal('3'))
('Supplier#000007300       ', Decimal('19'))
('Supplier#000007301       ', Decimal('7'))
('Supplier#000007302       ', Decimal('18'))
('Supplier#000007303       ', Decimal('10'))
('Supplier#000007304       ', Decimal('3'))
('Supplier#000007305       ', Decimal('7'))
('Supplier#000007306       ', Decimal('7'))
('Supplier#000007307       ', Decimal('5'))
('Supplier#000007308       ', Decimal('9'))
('Supplier#000007309       ', Decimal('11'))
('Supplier#000007310       ', Decimal('23'))
('Supplier#000007311       ', Decimal('13'))
('Supplier#000007312       ', Decimal('20'))
('Supplier#000007313       ', Decimal('8'))
('Supplier#000007314       ', Decimal('16'))
('Supplier#000007315       ', Decimal('22'))
('Supplier#000007316       ', Decimal('15'))
('Supplier#000007317       ', Decimal('4'))
('Supplier#000007318       ', Decimal('14'))
('Supplier#000007319       ', Decimal('5'))
('Supplier#000007320       ', Decimal('18'))
('Supplier#000007321       ', Decimal('8'))
('Supplier#000007322       ', Decimal('3'))
('Supplier#000007323       ', Decimal('17'))
('Supplier#000007324       ', Decimal('9'))
('Supplier#000007325       ', Decimal('10'))
('Supplier#000007326       ', Decimal('4'))
('Supplier#000007327       ', Decimal('12'))
('Supplier#000007328       ', Decimal('10'))
('Supplier#000007329       ', Decimal('22'))
('Supplier#000007330       ', Decimal('17'))
('Supplier#000007331       ', Decimal('4'))
('Supplier#000007332       ', Decimal('15'))
('Supplier#000007333       ', Decimal('4'))
('Supplier#000007334       ', Decimal('21'))
('Supplier#000007335       ', Decimal('16'))
('Supplier#000007336       ', Decimal('6'))
('Supplier#000007337       ', Decimal('5'))
('Supplier#000007338       ', Decimal('8'))
('Supplier#000007339       ', Decimal('13'))
('Supplier#000007340       ', Decimal('3'))
('Supplier#000007341       ', Decimal('16'))
('Supplier#000007342       ', Decimal('22'))
('Supplier#000007343       ', Decimal('23'))
('Supplier#000007344       ', Decimal('8'))
('Supplier#000007345       ', Decimal('2'))
('Supplier#000007346       ', Decimal('19'))
('Supplier#000007347       ', Decimal('8'))
('Supplier#000007348       ', Decimal('24'))
('Supplier#000007349       ', Decimal('1'))
('Supplier#000007350       ', Decimal('14'))
('Supplier#000007351       ', Decimal('11'))
('Supplier#000007352       ', Decimal('6'))
('Supplier#000007353       ', Decimal('12'))
('Supplier#000007354       ', Decimal('14'))
('Supplier#000007355       ', Decimal('18'))
('Supplier#000007356       ', Decimal('8'))
('Supplier#000007357       ', Decimal('23'))
('Supplier#000007358       ', Decimal('19'))
('Supplier#000007359       ', Decimal('21'))
('Supplier#000007360       ', Decimal('22'))
('Supplier#000007361       ', Decimal('24'))
('Supplier#000007362       ', Decimal('10'))
('Supplier#000007363       ', Decimal('7'))
('Supplier#000007364       ', Decimal('7'))
('Supplier#000007365       ', Decimal('3'))
('Supplier#000007366       ', Decimal('8'))
('Supplier#000007367       ', Decimal('4'))
('Supplier#000007368       ', Decimal('14'))
('Supplier#000007369       ', Decimal('9'))
('Supplier#000007370       ', Decimal('20'))
('Supplier#000007371       ', Decimal('20'))
('Supplier#000007372       ', Decimal('23'))
('Supplier#000007373       ', Decimal('12'))
('Supplier#000007374       ', Decimal('24'))
('Supplier#000007375       ', Decimal('17'))
('Supplier#000007376       ', Decimal('17'))
('Supplier#000007377       ', Decimal('5'))
('Supplier#000007378       ', Decimal('16'))
('Supplier#000007379       ', Decimal('12'))
('Supplier#000007380       ', Decimal('1'))
('Supplier#000007381       ', Decimal('20'))
('Supplier#000007382       ', Decimal('20'))
('Supplier#000007383       ', Decimal('24'))
('Supplier#000007384       ', Decimal('24'))
('Supplier#000007385       ', Decimal('19'))
('Supplier#000007386       ', Decimal('22'))
('Supplier#000007387       ', Decimal('20'))
('Supplier#000007388       ', Decimal('1'))
('Supplier#000007389       ', Decimal('19'))
('Supplier#000007390       ', Decimal('10'))
('Supplier#000007391       ', Decimal('6'))
('Supplier#000007392       ', Decimal('10'))
('Supplier#000007393       ', Decimal('17'))
('Supplier#000007394       ', Decimal('10'))
('Supplier#000007395       ', Decimal('12'))
('Supplier#000007396       ', Decimal('22'))
('Supplier#000007397       ', Decimal('21'))
('Supplier#000007398       ', Decimal('3'))
('Supplier#000007399       ', Decimal('11'))
('Supplier#000007400       ', Decimal('21'))
('Supplier#000007401       ', Decimal('18'))
('Supplier#000007402       ', Decimal('3'))
('Supplier#000007403       ', Decimal('19'))
('Supplier#000007404       ', Decimal('17'))
('Supplier#000007405       ', Decimal('11'))
('Supplier#000007406       ', Decimal('8'))
('Supplier#000007407       ', Decimal('23'))
('Supplier#000007408       ', Decimal('11'))
('Supplier#000007409       ', Decimal('13'))
('Supplier#000007410       ', Decimal('15'))
('Supplier#000007411       ', Decimal('18'))
('Supplier#000007412       ', Decimal('23'))
('Supplier#000007413       ', Decimal('13'))
('Supplier#000007414       ', Decimal('7'))
('Supplier#000007415       ', Decimal('11'))
('Supplier#000007416       ', Decimal('17'))
('Supplier#000007417       ', Decimal('20'))
('Supplier#000007418       ', Decimal('0'))
('Supplier#000007419       ', Decimal('7'))
('Supplier#000007420       ', Decimal('24'))
('Supplier#000007421       ', Decimal('19'))
('Supplier#000007422       ', Decimal('4'))
('Supplier#000007423       ', Decimal('11'))
('Supplier#000007424       ', Decimal('4'))
('Supplier#000007425       ', Decimal('19'))
('Supplier#000007426       ', Decimal('3'))
('Supplier#000007427       ', Decimal('5'))
('Supplier#000007428       ', Decimal('2'))
('Supplier#000007429       ', Decimal('8'))
('Supplier#000007430       ', Decimal('24'))
('Supplier#000007431       ', Decimal('13'))
('Supplier#000007432       ', Decimal('5'))
('Supplier#000007433       ', Decimal('11'))
('Supplier#000007434       ', Decimal('13'))
('Supplier#000007435       ', Decimal('1'))
('Supplier#000007436       ', Decimal('22'))
('Supplier#000007437       ', Decimal('2'))
('Supplier#000007438       ', Decimal('16'))
('Supplier#000007439       ', Decimal('19'))
('Supplier#000007440       ', Decimal('19'))
('Supplier#000007441       ', Decimal('20'))
('Supplier#000007442       ', Decimal('21'))
('Supplier#000007443       ', Decimal('6'))
('Supplier#000007444       ', Decimal('22'))
('Supplier#000007445       ', Decimal('1'))
('Supplier#000007446       ', Decimal('11'))
('Supplier#000007447       ', Decimal('13'))
('Supplier#000007448       ', Decimal('3'))
('Supplier#000007449       ', Decimal('8'))
('Supplier#000007450       ', Decimal('19'))
('Supplier#000007451       ', Decimal('21'))
('Supplier#000007452       ', Decimal('13'))
('Supplier#000007453       ', Decimal('6'))
('Supplier#000007454       ', Decimal('9'))
('Supplier#000007455       ', Decimal('13'))
('Supplier#000007456       ', Decimal('21'))
('Supplier#000007457       ', Decimal('11'))
('Supplier#000007458       ', Decimal('3'))
('Supplier#000007459       ', Decimal('10'))
('Supplier#000007460       ', Decimal('3'))
('Supplier#000007461       ', Decimal('6'))
('Supplier#000007462       ', Decimal('13'))
('Supplier#000007463       ', Decimal('24'))
('Supplier#000007464       ', Decimal('0'))
('Supplier#000007465       ', Decimal('9'))
('Supplier#000007466       ', Decimal('22'))
('Supplier#000007467       ', Decimal('10'))
('Supplier#000007468       ', Decimal('18'))
('Supplier#000007469       ', Decimal('5'))
('Supplier#000007470       ', Decimal('19'))
('Supplier#000007471       ', Decimal('22'))
('Supplier#000007472       ', Decimal('10'))
('Supplier#000007473       ', Decimal('23'))
('Supplier#000007474       ', Decimal('19'))
('Supplier#000007475       ', Decimal('5'))
('Supplier#000007476       ', Decimal('24'))
('Supplier#000007477       ', Decimal('3'))
('Supplier#000007478       ', Decimal('23'))
('Supplier#000007479       ', Decimal('23'))
('Supplier#000007480       ', Decimal('4'))
('Supplier#000007481       ', Decimal('11'))
('Supplier#000007482       ', Decimal('14'))
('Supplier#000007483       ', Decimal('17'))
('Supplier#000007484       ', Decimal('21'))
('Supplier#000007485       ', Decimal('4'))
('Supplier#000007486       ', Decimal('4'))
('Supplier#000007487       ', Decimal('5'))
('Supplier#000007488       ', Decimal('0'))
('Supplier#000007489       ', Decimal('6'))
('Supplier#000007490       ', Decimal('23'))
('Supplier#000007491       ', Decimal('20'))
('Supplier#000007492       ', Decimal('19'))
('Supplier#000007493       ', Decimal('2'))
('Supplier#000007494       ', Decimal('20'))
('Supplier#000007495       ', Decimal('11'))
('Supplier#000007496       ', Decimal('15'))
('Supplier#000007497       ', Decimal('20'))
('Supplier#000007498       ', Decimal('4'))
('Supplier#000007499       ', Decimal('19'))
('Supplier#000007500       ', Decimal('9'))
('Supplier#000007501       ', Decimal('13'))
('Supplier#000007502       ', Decimal('18'))
('Supplier#000007503       ', Decimal('22'))
('Supplier#000007504       ', Decimal('11'))
('Supplier#000007505       ', Decimal('5'))
('Supplier#000007506       ', Decimal('5'))
('Supplier#000007507       ', Decimal('10'))
('Supplier#000007508       ', Decimal('15'))
('Supplier#000007509       ', Decimal('3'))
('Supplier#000007510       ', Decimal('1'))
('Supplier#000007511       ', Decimal('20'))
('Supplier#000007512       ', Decimal('11'))
('Supplier#000007513       ', Decimal('9'))
('Supplier#000007514       ', Decimal('17'))
('Supplier#000007515       ', Decimal('15'))
('Supplier#000007516       ', Decimal('24'))
('Supplier#000007517       ', Decimal('20'))
('Supplier#000007518       ', Decimal('0'))
('Supplier#000007519       ', Decimal('1'))
('Supplier#000007520       ', Decimal('14'))
('Supplier#000007521       ', Decimal('14'))
('Supplier#000007522       ', Decimal('6'))
('Supplier#000007523       ', Decimal('20'))
('Supplier#000007524       ', Decimal('10'))
('Supplier#000007525       ', Decimal('8'))
('Supplier#000007526       ', Decimal('13'))
('Supplier#000007527       ', Decimal('10'))
('Supplier#000007528       ', Decimal('17'))
('Supplier#000007529       ', Decimal('15'))
('Supplier#000007530       ', Decimal('11'))
('Supplier#000007531       ', Decimal('6'))
('Supplier#000007532       ', Decimal('20'))
('Supplier#000007533       ', Decimal('18'))
('Supplier#000007534       ', Decimal('14'))
('Supplier#000007535       ', Decimal('23'))
('Supplier#000007536       ', Decimal('3'))
('Supplier#000007537       ', Decimal('4'))
('Supplier#000007538       ', Decimal('16'))
('Supplier#000007539       ', Decimal('18'))
('Supplier#000007540       ', Decimal('8'))
('Supplier#000007541       ', Decimal('22'))
('Supplier#000007542       ', Decimal('0'))
('Supplier#000007543       ', Decimal('23'))
('Supplier#000007544       ', Decimal('16'))
('Supplier#000007545       ', Decimal('17'))
('Supplier#000007546       ', Decimal('7'))
('Supplier#000007547       ', Decimal('5'))
('Supplier#000007548       ', Decimal('23'))
('Supplier#000007549       ', Decimal('9'))
('Supplier#000007550       ', Decimal('6'))
('Supplier#000007551       ', Decimal('8'))
('Supplier#000007552       ', Decimal('12'))
('Supplier#000007553       ', Decimal('10'))
('Supplier#000007554       ', Decimal('11'))
('Supplier#000007555       ', Decimal('18'))
('Supplier#000007556       ', Decimal('23'))
('Supplier#000007557       ', Decimal('11'))
('Supplier#000007558       ', Decimal('8'))
('Supplier#000007559       ', Decimal('21'))
('Supplier#000007560       ', Decimal('19'))
('Supplier#000007561       ', Decimal('3'))
('Supplier#000007562       ', Decimal('4'))
('Supplier#000007563       ', Decimal('16'))
('Supplier#000007564       ', Decimal('2'))
('Supplier#000007565       ', Decimal('11'))
('Supplier#000007566       ', Decimal('18'))
('Supplier#000007567       ', Decimal('10'))
('Supplier#000007568       ', Decimal('10'))
('Supplier#000007569       ', Decimal('16'))
('Supplier#000007570       ', Decimal('19'))
('Supplier#000007571       ', Decimal('17'))
('Supplier#000007572       ', Decimal('22'))
('Supplier#000007573       ', Decimal('16'))
('Supplier#000007574       ', Decimal('0'))
('Supplier#000007575       ', Decimal('6'))
('Supplier#000007576       ', Decimal('12'))
('Supplier#000007577       ', Decimal('13'))
('Supplier#000007578       ', Decimal('19'))
('Supplier#000007579       ', Decimal('20'))
('Supplier#000007580       ', Decimal('17'))
('Supplier#000007581       ', Decimal('8'))
('Supplier#000007582       ', Decimal('6'))
('Supplier#000007583       ', Decimal('23'))
('Supplier#000007584       ', Decimal('2'))
('Supplier#000007585       ', Decimal('24'))
('Supplier#000007586       ', Decimal('18'))
('Supplier#000007587       ', Decimal('4'))
('Supplier#000007588       ', Decimal('2'))
('Supplier#000007589       ', Decimal('3'))
('Supplier#000007590       ', Decimal('24'))
('Supplier#000007591       ', Decimal('22'))
('Supplier#000007592       ', Decimal('6'))
('Supplier#000007593       ', Decimal('13'))
('Supplier#000007594       ', Decimal('13'))
('Supplier#000007595       ', Decimal('13'))
('Supplier#000007596       ', Decimal('2'))
('Supplier#000007597       ', Decimal('6'))
('Supplier#000007598       ', Decimal('1'))
('Supplier#000007599       ', Decimal('13'))
('Supplier#000007600       ', Decimal('6'))
('Supplier#000007601       ', Decimal('20'))
('Supplier#000007602       ', Decimal('20'))
('Supplier#000007603       ', Decimal('5'))
('Supplier#000007604       ', Decimal('18'))
('Supplier#000007605       ', Decimal('7'))
('Supplier#000007606       ', Decimal('18'))
('Supplier#000007607       ', Decimal('0'))
('Supplier#000007608       ', Decimal('9'))
('Supplier#000007609       ', Decimal('17'))
('Supplier#000007610       ', Decimal('7'))
('Supplier#000007611       ', Decimal('19'))
('Supplier#000007612       ', Decimal('17'))
('Supplier#000007613       ', Decimal('24'))
('Supplier#000007614       ', Decimal('8'))
('Supplier#000007615       ', Decimal('1'))
('Supplier#000007616       ', Decimal('3'))
('Supplier#000007617       ', Decimal('11'))
('Supplier#000007618       ', Decimal('22'))
('Supplier#000007619       ', Decimal('20'))
('Supplier#000007620       ', Decimal('15'))
('Supplier#000007621       ', Decimal('21'))
('Supplier#000007622       ', Decimal('2'))
('Supplier#000007623       ', Decimal('0'))
('Supplier#000007624       ', Decimal('4'))
('Supplier#000007625       ', Decimal('23'))
('Supplier#000007626       ', Decimal('20'))
('Supplier#000007627       ', Decimal('8'))
('Supplier#000007628       ', Decimal('0'))
('Supplier#000007629       ', Decimal('24'))
('Supplier#000007630       ', Decimal('9'))
('Supplier#000007631       ', Decimal('0'))
('Supplier#000007632       ', Decimal('21'))
('Supplier#000007633       ', Decimal('11'))
('Supplier#000007634       ', Decimal('10'))
('Supplier#000007635       ', Decimal('17'))
('Supplier#000007636       ', Decimal('7'))
('Supplier#000007637       ', Decimal('10'))
('Supplier#000007638       ', Decimal('6'))
('Supplier#000007639       ', Decimal('15'))
('Supplier#000007640       ', Decimal('17'))
('Supplier#000007641       ', Decimal('17'))
('Supplier#000007642       ', Decimal('13'))
('Supplier#000007643       ', Decimal('16'))
('Supplier#000007644       ', Decimal('8'))
('Supplier#000007645       ', Decimal('7'))
('Supplier#000007646       ', Decimal('2'))
('Supplier#000007647       ', Decimal('19'))
('Supplier#000007648       ', Decimal('18'))
('Supplier#000007649       ', Decimal('9'))
('Supplier#000007650       ', Decimal('18'))
('Supplier#000007651       ', Decimal('23'))
('Supplier#000007652       ', Decimal('23'))
('Supplier#000007653       ', Decimal('22'))
('Supplier#000007654       ', Decimal('18'))
('Supplier#000007655       ', Decimal('2'))
('Supplier#000007656       ', Decimal('20'))
('Supplier#000007657       ', Decimal('4'))
('Supplier#000007658       ', Decimal('9'))
('Supplier#000007659       ', Decimal('9'))
('Supplier#000007660       ', Decimal('12'))
('Supplier#000007661       ', Decimal('7'))
('Supplier#000007662       ', Decimal('20'))
('Supplier#000007663       ', Decimal('23'))
('Supplier#000007664       ', Decimal('14'))
('Supplier#000007665       ', Decimal('7'))
('Supplier#000007666       ', Decimal('10'))
('Supplier#000007667       ', Decimal('7'))
('Supplier#000007668       ', Decimal('20'))
('Supplier#000007669       ', Decimal('23'))
('Supplier#000007670       ', Decimal('19'))
('Supplier#000007671       ', Decimal('6'))
('Supplier#000007672       ', Decimal('15'))
('Supplier#000007673       ', Decimal('7'))
('Supplier#000007674       ', Decimal('8'))
('Supplier#000007675       ', Decimal('3'))
('Supplier#000007676       ', Decimal('0'))
('Supplier#000007677       ', Decimal('21'))
('Supplier#000007678       ', Decimal('9'))
('Supplier#000007679       ', Decimal('11'))
('Supplier#000007680       ', Decimal('18'))
('Supplier#000007681       ', Decimal('4'))
('Supplier#000007682       ', Decimal('6'))
('Supplier#000007683       ', Decimal('7'))
('Supplier#000007684       ', Decimal('0'))
('Supplier#000007685       ', Decimal('1'))
('Supplier#000007686       ', Decimal('20'))
('Supplier#000007687       ', Decimal('8'))
('Supplier#000007688       ', Decimal('23'))
('Supplier#000007689       ', Decimal('9'))
('Supplier#000007690       ', Decimal('18'))
('Supplier#000007691       ', Decimal('5'))
('Supplier#000007692       ', Decimal('14'))
('Supplier#000007693       ', Decimal('1'))
('Supplier#000007694       ', Decimal('9'))
('Supplier#000007695       ', Decimal('24'))
('Supplier#000007696       ', Decimal('4'))
('Supplier#000007697       ', Decimal('6'))
('Supplier#000007698       ', Decimal('1'))
('Supplier#000007699       ', Decimal('1'))
('Supplier#000007700       ', Decimal('6'))
('Supplier#000007701       ', Decimal('1'))
('Supplier#000007702       ', Decimal('9'))
('Supplier#000007703       ', Decimal('24'))
('Supplier#000007704       ', Decimal('24'))
('Supplier#000007705       ', Decimal('17'))
('Supplier#000007706       ', Decimal('23'))
('Supplier#000007707       ', Decimal('24'))
('Supplier#000007708       ', Decimal('8'))
('Supplier#000007709       ', Decimal('0'))
('Supplier#000007710       ', Decimal('8'))
('Supplier#000007711       ', Decimal('8'))
('Supplier#000007712       ', Decimal('21'))
('Supplier#000007713       ', Decimal('21'))
('Supplier#000007714       ', Decimal('8'))
('Supplier#000007715       ', Decimal('21'))
('Supplier#000007716       ', Decimal('13'))
('Supplier#000007717       ', Decimal('14'))
('Supplier#000007718       ', Decimal('16'))
('Supplier#000007719       ', Decimal('4'))
('Supplier#000007720       ', Decimal('4'))
('Supplier#000007721       ', Decimal('22'))
('Supplier#000007722       ', Decimal('10'))
('Supplier#000007723       ', Decimal('7'))
('Supplier#000007724       ', Decimal('11'))
('Supplier#000007725       ', Decimal('6'))
('Supplier#000007726       ', Decimal('13'))
('Supplier#000007727       ', Decimal('0'))
('Supplier#000007728       ', Decimal('1'))
('Supplier#000007729       ', Decimal('24'))
('Supplier#000007730       ', Decimal('19'))
('Supplier#000007731       ', Decimal('22'))
('Supplier#000007732       ', Decimal('19'))
('Supplier#000007733       ', Decimal('1'))
('Supplier#000007734       ', Decimal('6'))
('Supplier#000007735       ', Decimal('5'))
('Supplier#000007736       ', Decimal('1'))
('Supplier#000007737       ', Decimal('17'))
('Supplier#000007738       ', Decimal('5'))
('Supplier#000007739       ', Decimal('12'))
('Supplier#000007740       ', Decimal('8'))
('Supplier#000007741       ', Decimal('5'))
('Supplier#000007742       ', Decimal('23'))
('Supplier#000007743       ', Decimal('15'))
('Supplier#000007744       ', Decimal('15'))
('Supplier#000007745       ', Decimal('11'))
('Supplier#000007746       ', Decimal('7'))
('Supplier#000007747       ', Decimal('14'))
('Supplier#000007748       ', Decimal('19'))
('Supplier#000007749       ', Decimal('8'))
('Supplier#000007750       ', Decimal('18'))
('Supplier#000007751       ', Decimal('10'))
('Supplier#000007752       ', Decimal('2'))
('Supplier#000007753       ', Decimal('12'))
('Supplier#000007754       ', Decimal('16'))
('Supplier#000007755       ', Decimal('22'))
('Supplier#000007756       ', Decimal('19'))
('Supplier#000007757       ', Decimal('16'))
('Supplier#000007758       ', Decimal('7'))
('Supplier#000007759       ', Decimal('5'))
('Supplier#000007760       ', Decimal('3'))
('Supplier#000007761       ', Decimal('11'))
('Supplier#000007762       ', Decimal('16'))
('Supplier#000007763       ', Decimal('15'))
('Supplier#000007764       ', Decimal('17'))
('Supplier#000007765       ', Decimal('11'))
('Supplier#000007766       ', Decimal('24'))
('Supplier#000007767       ', Decimal('8'))
('Supplier#000007768       ', Decimal('24'))
('Supplier#000007769       ', Decimal('19'))
('Supplier#000007770       ', Decimal('18'))
('Supplier#000007771       ', Decimal('2'))
('Supplier#000007772       ', Decimal('23'))
('Supplier#000007773       ', Decimal('2'))
('Supplier#000007774       ', Decimal('16'))
('Supplier#000007775       ', Decimal('16'))
('Supplier#000007776       ', Decimal('5'))
('Supplier#000007777       ', Decimal('3'))
('Supplier#000007778       ', Decimal('4'))
('Supplier#000007779       ', Decimal('19'))
('Supplier#000007780       ', Decimal('14'))
('Supplier#000007781       ', Decimal('15'))
('Supplier#000007782       ', Decimal('0'))
('Supplier#000007783       ', Decimal('10'))
('Supplier#000007784       ', Decimal('10'))
('Supplier#000007785       ', Decimal('15'))
('Supplier#000007786       ', Decimal('14'))
('Supplier#000007787       ', Decimal('12'))
('Supplier#000007788       ', Decimal('22'))
('Supplier#000007789       ', Decimal('3'))
('Supplier#000007790       ', Decimal('22'))
('Supplier#000007791       ', Decimal('4'))
('Supplier#000007792       ', Decimal('15'))
('Supplier#000007793       ', Decimal('17'))
('Supplier#000007794       ', Decimal('23'))
('Supplier#000007795       ', Decimal('14'))
('Supplier#000007796       ', Decimal('11'))
('Supplier#000007797       ', Decimal('13'))
('Supplier#000007798       ', Decimal('19'))
('Supplier#000007799       ', Decimal('22'))
('Supplier#000007800       ', Decimal('12'))
('Supplier#000007801       ', Decimal('3'))
('Supplier#000007802       ', Decimal('22'))
